Address 1 (self-reported),Postal Code,Street Number,Street Name,Primary Property Type - Self Selected,Largest Property Use Type,Primary Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,GHG Emissions,Direct GHG Emissions,Indirect GHG Emissions,log_GHG_Emissions,age,age_group,Occupancy_group
2011 Holland Ave,10462,2011,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,173856.0,2007,1,100,46.1,49.5,3.1,0.4,9029.9,51.94,40.851134,-73.865889,501.3,324.4,176.9,6.219197550755999,17,11-20,76-100%
2040 Bronxdale Ave,10462,2040,BRONXDALE AVENUE,Multifamily Housing,Multifamily Housing,64925.0,1937,1,100,21.8,21.2,3.3,0.1,,,40.850795,-73.866537,106.0,33.7,72.2,4.672828834461906,87,>50,76-100%
"673 Brady Avenue, Bronx",10462,2070,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,129000.0,1928,1,100,84.5,89.7,3.7,0.8,8969.9,69.53,40.852727,-73.868818,645.8,490.3,155.5,6.472037127702952,96,>50,76-100%
2084 Bronx Park East,10462,2084,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,134000.0,1929,1,100,89.9,,,,9955.7,74.3,40.853114,-73.868954,929.8,796.7,133.1,6.836044431428137,95,>50,76-100%
2100-2110 B.P.E,10462,2100,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,197155.0,1929,1,100,88.4,92.2,6.0,0.7,13869.6,70.35,40.853773,-73.869188,1115.0,733.1,381.9,7.017506142941256,95,>50,76-100%
2081 Cruger Avenue,10462,2081,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,87924.0,1931,1,100,73.7,79.4,3.7,0.0,,,40.85281,-73.866757,501.6,394.6,106.9,6.2197946251094915,93,>50,76-100%
2125 CRUGER AVENUE,10462,2125,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,81824.0,1931,1,100,96.9,96.2,3.9,0.8,,,40.854061,-73.866718,466.8,360.0,106.9,6.148040854150079,93,>50,76-100%
2095 Cruger Avenue,10462,2095,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,53400.0,1939,1,100,98.5,107.6,3.6,0.1,3824.8,71.63,40.853134,-73.866746,401.5,338.2,63.3,5.997695096858618,85,>50,76-100%
2120 Cruger Ave.,10462,2120,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,65418.0,1939,1,100,,,,,,,40.853828,-73.866701,,,,,85,>50,76-100%
2125 Holland Av,10462,2125,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,65418.0,1939,1,100,65.9,,4.5,0.0,5767.4,88.16,40.853846,-73.865783,332.8,236.8,96.0,5.810542011227735,85,>50,76-100%
762 Brady Avenue,10462,762,BRADY AVENUE,Multifamily Housing,Multifamily Housing,54209.0,1932,1,100,83.8,83.3,3.8,0.0,,,40.851946,-73.864897,353.4,284.7,68.6,5.870426218730926,92,>50,76-100%
754-756 Brady Avenue,10462,754,BRADY AVENUE,Multifamily Housing,Multifamily Housing,75260.0,1932,1,100,10.0,10.3,1.9,,,,40.852358,-73.865413,64.9,18.6,46.3,4.188138441508461,92,>50,76-100%
758-760 Brady Avenue,10462,758,BRADY AVENUE,Multifamily Housing,Multifamily Housing,67500.0,1932,1,100,69.8,74.1,2.1,0.0,,,40.852355,-73.865153,361.9,317.6,44.2,5.894127314219024,92,>50,76-100%
2105-2107 Wallace Ave,11231,2105,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,220000.0,1952,1,100,42.1,44.2,3.2,0.3,5142.9,23.38,,,590.6,359.1,231.4,6.382830730836645,72,>50,76-100%
2074-80 Wallace Ave ,10462,2074,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,175000.0,1965,1,100,87.8,86.8,5.0,0.7,9170.4,52.4,40.85267,-73.86486,940.1,649.3,290.8,6.847049403864742,59,>50,76-100%
2100 Wallace Avenue,10462,2100,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,144354.0,1940,1,100,80.0,80.1,2.0,0.0,,,40.853263,-73.86484,864.9,775.5,89.4,6.763769428453755,84,>50,76-100%
2064 Barnes ave.,10462,2064,BARNES AVENUE,Multifamily Housing,Multifamily Housing,57053.0,1961,1,100,70.1,,,,,,40.852738,-73.863905,328.7,269.3,59.5,5.798183150077685,63,>50,76-100%
2080-2090 Barnes Ave,10462,2080,BARNES AVENUE,Multifamily Housing,Multifamily Housing,127000.0,1950,1,100,17.0,16.8,2.9,0.1,4614.8,36.34,40.853081,-73.863894,165.3,47.6,117.7,5.113793386198882,74,>50,76-100%
2110 Barnes Ave,10462,2110,BARNES AVENUE,Multifamily Housing,Multifamily Housing,85195.0,1960,1,100,60.7,60.4,3.3,0.5,4035.0,47.36,40.853726,-73.863878,313.7,222.7,91.0,5.751619804070361,64,>50,76-100%
1144 Lydig Ave,10461,1144,LYDIG AVENUE,Multifamily Housing,Multifamily Housing,50105.0,1964,1,100,75.6,82.6,4.0,0.0,2125.8,36.98,40.855549,-73.855086,334.3,259.1,75.2,5.8150256534721825,60,>50,76-100%
1144 Pelham Parkway South,10461,1144,PELHAM PARKWAY SOUTH,Multifamily Housing,Multifamily Housing,87500.0,1959,1,100,72.3,73.9,3.4,0.0,,,40.856966,-73.855669,485.0,390.9,94.0,6.186208623900494,65,>50,76-100%
1150 Pelham Parkway So.,10461,1150,PELHAM PARKWAY SOUTH,Multifamily Housing,Multifamily Housing,57500.0,1953,1,100,15.8,15.3,3.2,0.0,5272.9,91.7,40.856993,-73.855347,74.5,13.4,61.2,4.324132656254979,71,>50,76-100%
2130 Williams Bridge Rd,10461,2130,WILLIAMSBRIDGE ROAD,Multifamily Housing,Multifamily Housing,63000.0,1963,1,100,89.1,97.2,0.7,0.1,3990.9,63.35,40.855986,-73.855613,412.7,398.8,13.9,6.025141073467366,61,>50,76-100%
2144 Bronx Park East,10462,2144,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,87655.0,1927,1,100,20.5,19.7,3.7,0.1,10811.6,123.34,40.854564,-73.869476,142.3,32.8,109.5,4.964940334834126,97,>50,76-100%
2160 Bronx Park East,10463,2160,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,64291.0,1938,1,100,83.1,90.6,3.5,0.0,,,40.855017,-73.869637,409.0,333.8,75.2,6.016157159698354,86,>50,76-100%
2180 Bronx Park East,10462,2180,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,75133.0,1936,1,100,91.6,97.2,4.1,0.1,,,40.85566,-73.869871,522.6,421.3,101.3,6.260728034035745,88,>50,76-100%
2190 Boston Rd.,10462,2190,BOSTON ROAD,Multifamily Housing,Multifamily Housing,87354.0,1941,1,100,76.3,82.8,4.2,0.7,3379.9,38.69,40.85637,-73.869533,405.5,285.7,119.8,6.007583928987866,83,>50,76-100%
2185 Bolton Street,10462,2185,BOLTON STREET,Multifamily Housing,Multifamily Housing,70704.0,1935,1,100,92.2,97.3,4.3,0.8,6263.1,88.58,40.8559,-73.868667,389.2,289.0,100.2,5.96665942818901,89,>50,76-100%
2165 Bolton Street,10462,2165,BOLTON STREET,Multifamily Housing,Multifamily Housing,81935.0,1935,1,100,68.6,73.0,3.1,0.6,3959.8,48.33,40.855356,-73.868682,333.5,251.5,81.9,5.8126368795682835,89,>50,76-100%
2160 Bolton Street,10462,2160,BOLTON STREET,Multifamily Housing,Multifamily Housing,87297.0,1931,1,100,78.3,82.5,3.3,0.7,4536.0,51.96,40.855246,-73.868664,403.6,308.5,95.1,6.002898924733645,93,>50,76-100%
2180 Bolton Street,10462,2180,BOLTON STREET,Multifamily Housing,Multifamily Housing,92801.0,1931,1,100,67.8,72.1,2.7,0.6,,,40.85579,-73.868649,369.4,286.9,82.5,5.914583502772024,93,>50,76-100%
2197-99 Cruger Ave,10462,2197,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,70296.0,1928,1,100,89.9,89.5,4.3,0.7,9068.6,129.01,40.856265,-73.866649,377.6,279.1,98.5,5.936480238775222,96,>50,76-100%
2187 cruger ave,10462,2187,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,81984.0,1930,1,100,75.5,,3.2,0.6,4832.7,58.95,40.856004,-73.866657,379.4,292.8,86.6,5.941223330671235,94,>50,76-100%
2167 cruger ave,10462,2167,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,81996.0,1930,1,100,90.1,,3.5,0.7,6970.0,85.0,40.85548,-73.866672,449.9,356.1,93.9,6.111245585427039,94,>50,76-100%
2140 Cruger Avenue,10462,2140,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,103611.0,1930,1,100,82.2,,4.4,0.7,8163.3,78.79,40.854802,-73.86667,519.8,371.2,148.5,6.255366090894359,94,>50,76-100%
"2156 Cruger Avenue, Bronx",10462,2156,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,70836.0,1930,1,100,96.0,100.4,4.1,0.9,6138.9,86.66,40.855219,-73.866658,402.1,306.6,95.5,5.99918467012312,94,>50,76-100%
2186 Cruger Ave,10467,2186,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,82614.0,1930,1,100,14.9,14.5,3.1,0.0,,,40.856002,-73.866635,100.9,17.7,83.3,4.623991940228679,94,>50,76-100%
2198 Cruger Avenue,10462,2198,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,88386.0,1930,1,100,113.3,120.2,4.2,1.1,5506.2,62.3,40.856317,-73.866627,584.0,461.9,122.0,6.371611847231857,94,>50,76-100%
2199 Holland Avenue,10462,2199,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,88386.0,1929,1,100,68.4,74.2,3.6,0.0,38.4,0.43,40.856338,-73.865705,462.0,357.6,104.4,6.137727054086234,95,>50,76-100%
"2187 Holland Avenue, Bronx",10462,2187,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,73182.0,1930,1,100,86.7,91.8,3.8,0.8,5453.3,74.52,40.85602,-73.865713,375.3,285.4,89.9,5.930386697599392,94,>50,76-100%
"2157 Holland Avenue, Bronx",10462,2157,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,73842.0,1930,1,100,93.8,,4.1,0.8,7752.7,104.99,40.855218,-73.86574,414.3,315.0,99.3,6.029001150636708,94,>50,76-100%
2160 Holland Ave,10462,2160,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,96306.0,1930,1,100,58.3,,3.6,,6793.8,70.54,40.855325,-73.865715,346.2,234.3,111.9,5.849900982786195,94,>50,76-100%
2180 Holland Ave,10462,2180,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,82956.0,1928,1,100,70.1,74.8,0.8,0.7,8432.4,101.65,40.855858,-73.865699,317.6,297.7,19.9,5.763936397475948,96,>50,76-100%
2157 Wallace Ave.,10462,2157,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,95991.0,1931,1,100,67.6,71.2,3.1,0.6,4208.9,43.85,40.855215,-73.864797,390.8,294.8,96.0,5.9707515055104405,93,>50,76-100%
2150 Wallace Avenue,10462,2150,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,69927.0,1929,1,100,50.7,49.9,9.7,0.1,,,40.855053,-73.864783,288.4,69.1,219.4,5.667809814197383,95,>50,76-100%
2160 Wallace Avenue,10462,2160,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,74514.0,1929,1,100,77.6,82.1,4.1,0.7,5181.5,69.54,40.855322,-73.864775,350.1,249.4,100.7,5.861071083174386,95,>50,76-100%
780 Pelham Parkway,10462,2198,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,88920.0,1929,1,100,90.0,,,,10677.7,120.08,40.856354,-73.86474,541.9,444.7,97.2,6.296925140911405,95,>50,76-100%
782 Pelham Pkwy South,10462,2197,BARNES AVENUE,Multifamily Housing,Multifamily Housing,90971.0,1940,1,100,24.0,23.7,4.6,0.1,11633.0,127.88,40.85638,-73.863822,175.2,37.2,138.0,5.171619713502079,84,>50,76-100%
2161 Barnes Avenue,10462,2161,BARNES AVENUE,Multifamily Housing,Multifamily Housing,76772.0,1931,1,100,88.1,,,,,,40.855488,-73.863849,469.9,377.8,92.1,6.154645757249509,93,>50,76-100%
2121 Matthews Ave,10462,821,LYDIG AVENUE,Multifamily Housing,Multifamily Housing,69923.0,1964,1,95,71.1,75.8,4.8,0.6,4798.3,68.62,40.854422,-73.863135,310.3,201.9,108.4,5.7407570774475625,60,>50,76-100%
2146 Barnes Avenue,10462,2140,BARNES AVENUE,Multifamily Housing,Multifamily Housing,65862.0,1930,1,100,104.6,,,,,,40.854673,-73.863854,418.3,332.4,85.9,6.038586654176717,94,>50,76-100%
2162 Barnes Avenue,10462,2162,BARNES AVENUE,Multifamily Housing,Multifamily Housing,66075.0,1930,1,100,83.4,,,,4656.8,70.48,40.855504,-73.863827,344.6,260.6,84.0,5.845282036929901,94,>50,76-100%
2182 Barnes Avenue,10462,2182,BARNES AVENUE,Multifamily Housing,Multifamily Housing,65862.0,1930,1,100,95.5,,,,4622.7,70.19,40.856018,-73.863812,370.0,286.1,83.9,5.916202062607435,94,>50,76-100%
2194 Barnes Avenue,10462,2194,BARNES AVENUE,Multifamily Housing,Multifamily Housing,66805.0,1928,1,100,64.2,68.5,3.3,0.6,,,40.856328,-73.8638,258.7,186.7,71.9,5.5595271186687025,96,>50,76-100%
2165 Matthews Ave,10462,2165,MATTHEWS AVENUE,Multifamily Housing,Multifamily Housing,68250.0,1959,1,100,76.9,83.0,3.4,0.0,2639.1,38.67,40.85569,-73.862905,400.3,324.6,75.7,5.994709277272871,65,>50,76-100%
2160-2166 Matthews Ave,10462,2160,MATTHEWS AVENUE,Multifamily Housing,Multifamily Housing,139122.0,1964,1,100,51.0,50.1,4.4,0.0,,,40.855583,-73.862887,559.2,355.9,203.3,6.328293862826008,60,>50,76-100%
2155 Paulding Avenue,10462,2155,PAULDING AVENUE,Multifamily Housing,Multifamily Housing,81710.0,1954,1,100,96.9,104.0,4.8,0.0,,,40.855525,-73.86053,612.9,488.4,124.6,6.419832048433451,70,>50,76-100%
2121 Paulding Av.,10462,2121,PAULDING AVENUE,Multifamily Housing,Multifamily Housing,153804.0,1964,1,100,65.0,,6.9,0.1,15508.4,100.83,40.854146,-73.859861,789.6,439.1,350.5,6.672792150862585,60,>50,76-100%
1025 Esplanade,10461,1025,ESPLANADE,Multifamily Housing,Multifamily Housing,56200.0,1954,1,70,83.1,86.7,3.6,0.0,2389.3,42.51,40.855123,-73.859566,359.5,293.5,66.0,5.887491956725004,70,>50,51-75%
1005 Esplanade Avenue,10461,1005,ESPLANADE,Multifamily Housing,Multifamily Housing,89000.0,1956,1,100,65.7,,,,5480.7,61.58,40.854827,-73.859928,350.2,257.9,92.3,5.861355861760962,68,>50,76-100%
1055 Esplanade Avenue,10461,1055,ESPLANADE,Multifamily Housing,Multifamily Housing,97387.0,1947,1,100,51.4,55.4,0.5,0.5,76.0,0.78,40.855707,-73.858849,271.7,257.6,14.1,5.608372289851543,77,>50,76-100%
1130 Pelham Pkwy S ,10461,1130,PELHAM PARKWAY SOUTH,Multifamily Housing,Multifamily Housing,52000.0,1956,1,100,29.0,28.2,4.0,0.0,,,40.856915,-73.856522,122.8,53.3,69.6,4.818667360250496,68,>50,76-100%
601 Pelham Parkway North,10467,601,PELHAM PARKWAY NORTH,Multifamily Housing,Multifamily Housing,108757.0,1937,1,100,82.6,82.2,3.6,0.7,5050.1,46.43,40.857365,-73.870656,531.8,404.6,127.1,6.27814611922618,87,>50,76-100%
2244 Bronx park East,10467,2244,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,65071.0,1956,1,100,75.6,75.2,3.3,0.6,2909.9,44.72,40.858449,-73.870936,291.1,221.4,69.7,5.677096209393695,68,>50,76-100%
620 reiss place,10467,620,REISS PLACE,Multifamily Housing,Multifamily Housing,86527.0,1959,1,100,71.6,,3.6,0.6,4875.1,56.34,40.858218,-73.870557,385.1,284.5,100.5,5.956096403270191,65,>50,76-100%
655 Pelham Pkwy,10467,655,PELHAM PARKWAY NORTH,Multifamily Housing,Multifamily Housing,84000.0,1931,1,100,81.1,87.7,4.4,0.0,7470.8,88.94,40.857748,-73.869368,526.6,406.4,120.2,6.268338420843159,93,>50,76-100%
"660 THWAITES PLACE,",10467,660,THWAITES PLACE,Multifamily Housing,Multifamily Housing,137350.0,1954,1,100,61.9,66.0,3.6,0.5,7194.2,52.38,40.858843,-73.869077,521.2,359.1,162.1,6.258050656265029,70,>50,76-100%
2260 Bronx Park East,10467,2260,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,62328.0,1938,1,100,15.5,15.3,3.3,0.0,,,40.859273,-73.870829,79.7,13.6,66.1,4.390738575275903,86,>50,76-100%
2300 Bronx Park East,10467,2300,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,63000.0,1927,1,90,120.4,122.9,5.0,0.1,,,40.85978,-73.870767,572.6,472.4,100.1,6.35193228928541,97,>50,76-100%
2320 Bronx Park East,10467,2320,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,60000.0,1927,1,90,125.5,127.4,4.3,0.0,,,40.860036,-73.870734,570.8,488.4,82.5,6.348789279888211,97,>50,76-100%
610 Waring Avenue,10467,610,WARING AVENUE,Multifamily Housing,Multifamily Housing,106050.0,1960,1,100,120.0,132.2,5.5,0.1,8979.7,84.67,40.861391,-73.870243,980.7,790.7,190.0,6.889285762698476,64,>50,76-100%
2385 Barker Ave,10467,2385,BARKER AVENUE,Multifamily Housing,Multifamily Housing,133654.0,1960,1,100,94.5,94.2,4.0,0.0,7152.3,53.51,40.860836,-73.869467,973.7,799.1,174.6,6.882129731343165,64,>50,76-100%
665 Thwaites Place,10467,665,THWAITES PLACE,Multifamily Housing,Multifamily Housing,125891.0,1962,1,100,90.7,97.1,4.7,0.3,6365.9,50.57,40.858853,-73.868957,813.4,617.9,195.4,6.702451645796258,62,>50,76-100%
2206 Holland Ave,10467,2206,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,69734.0,1938,1,100,15.5,15.4,3.1,0.0,,,40.85821,-73.865618,87.8,17.2,70.6,4.486386649998124,86,>50,76-100%
2310 Holland Av.,10467,2310,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,65250.0,1951,1,100,61.4,,5.3,0.1,6447.5,98.81,40.859978,-73.865564,301.1,187.7,113.4,5.710758088392627,73,>50,76-100%
2316 Wallace Avenue,10467,2316,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,77212.0,1950,1,100,54.3,,2.9,0.0,,,40.860053,-73.86461,321.5,247.4,74.1,5.776103136235827,74,>50,76-100%
985 Astor Ave,10469,974,WARING AVENUE,K-12 School,K-12 School,55840.0,1970,1,100,83.4,88.9,6.1,0.7,,,40.861197,-73.859738,293.6,185.8,107.8,5.68561850402853,54,>50,76-100%
1135 Pelham Pkwy North,10469,1135,PELHAM PARKWAY NORTH,Multifamily Housing,Multifamily Housing,58000.0,1955,1,100,28.7,28.5,4.3,0.0,,,40.858298,-73.854455,137.5,56.6,80.9,4.930870325627393,69,>50,76-100%
P.O. BOX 300513,11230,2420,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,79366.0,1925,1,100,82.4,82.4,3.8,0.7,10380.7,130.8,,,388.4,292.4,96.0,5.964607092938099,99,>50,76-100%
2440 Bronx Park East,10467,2440,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,119840.0,1928,1,90,37.7,,3.0,0.0,6207.4,51.8,40.862217,-73.870509,348.1,236.9,111.2,5.855358414110991,96,>50,76-100%
630 Mace Avenue,10467,630,MACE AVENUE,Multifamily Housing,Multifamily Housing,67103.0,1962,1,95,15.9,,,,,,40.863249,-73.869835,84.6,34.1,50.5,4.449685283147696,62,>50,76-100%
2440 Olinville Avenue,10467,2440,OLINVILLE AVENUE,Multifamily Housing,Multifamily Housing,102399.0,1965,1,100,86.0,92.4,5.0,0.8,11431.4,111.64,40.862179,-73.868459,539.7,371.6,168.0,6.292864596387959,59,>50,76-100%
2505 Barker Avenue,10467,2505,BARKER AVENUE,Multifamily Housing,Multifamily Housing,66832.0,1989,1,100,101.0,101.8,4.4,0.9,4832.6,72.31,40.863602,-73.869382,398.0,305.5,92.5,5.988961416889864,35,31-40,76-100%
2504 Bronx Park East,10467,2504,BRONX PARK EAST,Multifamily Housing,Multifamily Housing,87120.0,1927,1,100,78.5,83.6,3.5,0.1,,,40.863612,-73.870401,514.0,413.6,100.4,6.244166900663736,97,>50,76-100%
2540 Barker Avenue,10467,2540,BARKER AVENUE,Multifamily Housing,Multifamily Housing,72584.0,1983,1,100,81.1,85.1,8.2,0.6,4386.2,59.93,40.863877,-73.869349,398.4,203.9,194.5,5.989963420981715,41,41-50,76-100%
2550 Olinville Avenue,10467,2550,OLINVILLE AVENUE,Multifamily Housing,Multifamily Housing,228000.0,1966,1,100,86.8,85.6,6.7,0.6,14521.9,63.69,40.863941,-73.868401,1268.2,761.6,506.6,7.146142059709041,58,>50,76-100%
690 Allerton Avenue,10467,690,ALLERTON AVENUE,Multifamily Housing,Multifamily Housing,119023.0,1928,1,100,99.8,105.4,8.4,0.8,14803.3,124.37,40.865415,-73.867748,766.2,449.6,316.6,6.642747523569229,96,>50,76-100%
2455 Cruger Ave,10467,2455,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,77429.0,1928,1,100,90.1,98.4,3.0,0.0,3996.3,51.61,40.862715,-73.866434,533.3,457.3,76.0,6.2809574789637255,96,>50,76-100%
754 Mace Avenue,10467,750,MACE AVENUE,Multifamily Housing,Multifamily Housing,67390.0,1928,1,100,66.3,66.3,3.4,0.0,9137.1,135.59,40.863169,-73.865337,343.0,271.1,71.8,5.840641657373398,96,>50,76-100%
2507 Cruger Avenue,10467,2507,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,51400.0,1927,1,100,72.5,76.7,0.6,0.7,,,40.863582,-73.86641,201.7,192.8,8.8,5.311727053457954,97,>50,76-100%
735 MACE AVE,10467,735,MACE AVENUE,Multifamily Housing,Multifamily Housing,121346.0,1929,1,100,75.2,,3.9,0.6,,,40.863192,-73.865684,560.1,402.3,157.8,6.3298991427569264,95,>50,76-100%
776 Mace Ave.,10467,776,MACE AVENUE,Multifamily Housing,Multifamily Housing,60719.0,1929,1,100,95.8,,,,,,40.863152,-73.864339,497.5,437.2,60.3,6.211603589401893,95,>50,76-100%
2704 Wallace Avenue,10467,2704,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,54000.0,1933,1,100,106.0,110.4,7.6,0.8,,,40.865875,-73.864439,371.3,233.8,137.5,5.919699980878671,91,>50,76-100%
2707 Barnes Avenue,10467,2707,BARNES AVENUE,Multifamily Housing,Multifamily Housing,54000.0,1933,1,100,90.7,94.4,6.2,0.7,,,40.865904,-73.86352,316.4,201.9,114.5,5.760162808092309,91,>50,76-100%
2765 Mathews Avenue,10467,2765,MATTHEWS AVENUE,Multifamily Housing,Multifamily Housing,83785.0,1929,1,100,88.6,,,,,,40.866383,-73.862561,565.7,488.4,77.3,6.339830063175573,95,>50,76-100%
2760 Eastchester Road,10469,2760,EASTCHESTER ROAD,K-12 School,K-12 School,52462.0,1956,1,100,47.3,47.6,1.9,0.0,483.2,8.27,40.867296,-73.842905,209.6,174.8,34.8,5.349960599699875,68,>50,76-100%
2901 White Plains Road,10467,2915,WHITE PLAINS ROAD,Office,Office,26136.0,1927,1,100,53.2,55.8,9.0,0.2,702.0,13.66,40.86823,-73.867276,209.7,59.0,150.7,5.350435320810143,97,>50,76-100%
600 Burke Ave,10467,600,BURKE AVENUE,Multifamily Housing,Multifamily Housing,55300.0,1968,1,100,108.1,114.0,4.3,1.0,840.8,15.2,40.8715,-73.870382,350.7,272.9,77.9,5.862778539479937,56,>50,76-100%
3035 White Plains Road,10467,3035,WHITE PLAINS ROAD,Multifamily Housing,Multifamily Housing,87640.0,2009,1,100,77.2,80.3,9.9,0.5,6049.8,68.57,40.870283,-73.86721,480.5,202.7,277.8,6.17690623123818,15,11-20,76-100%
2910 Wallace Avenue,10467,2910,WALLACE AVENUE,Multifamily Housing,Multifamily Housing,118669.0,1931,1,100,77.9,84.0,3.4,0.7,,,40.868207,-73.864362,547.8,415.4,132.5,6.307734076411675,93,>50,76-100%
2922 Barnes Avenue,10467,2922,BARNES AVENUE,Multifamily Housing,Multifamily Housing,127566.0,1928,1,100,99.6,99.3,4.9,0.0,8261.8,64.76,40.868308,-73.863418,981.8,780.3,201.6,6.890405640647024,96,>50,76-100%
"808 Adee Avenue, Bronx",10467,808,ADEE AVENUE,Multifamily Housing,Multifamily Housing,82320.0,1927,1,100,47.3,,4.0,0.2,12.7,0.15,40.869625,-73.863007,282.6,173.2,109.4,5.647564794657972,97,>50,76-100%
3041 Holland Avenue,10467,3041,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,51040.0,1929,1,100,75.8,,3.2,0.6,,,40.870179,-73.865262,238.7,185.0,53.8,5.479388141440339,95,>50,76-100%
3031 Holland Avenue,10467,3031,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,51040.0,1929,1,100,70.9,78.1,3.4,0.5,,,40.870119,-73.865262,229.7,172.7,56.9,5.441118165179708,95,>50,76-100%
655 Burke Avenue,10467,655,BURKE AVENUE,Multifamily Housing,Multifamily Housing,60968.0,1927,1,100,45.6,45.3,5.6,0.1,,,40.87149,-73.869189,219.7,108.9,110.8,5.396804313262691,97,>50,76-100%
3254 White Plains Road,10467,700,WHITE PLAINS ROAD,Multifamily Housing,Multifamily Housing,135884.0,2010,1,100,82.0,88.2,6.2,0.7,7554.7,55.6,40.820261,-73.857848,706.4,437.8,268.6,6.56159627677138,14,11-20,76-100%
3230 Cruger Avenue,10467,3230,CRUGER AVENUE,Multifamily Housing,Multifamily Housing,74645.0,1925,1,100,115.0,,4.0,0.1,,,40.872255,-73.866129,656.3,561.0,95.3,6.4881405352695305,99,>50,76-100%
3204 Holland Avenue,10467,3204,HOLLAND AVENUE,Multifamily Housing,Multifamily Housing,65347.0,1940,1,100,75.3,80.2,3.7,0.7,,,40.871573,-73.865194,312.7,229.2,83.5,5.748437115196633,84,>50,76-100%
3377 White Plains Road,10467,3383,WHITE PLAINS ROAD,Multifamily Housing,Multifamily Housing,113000.0,2005,1,100,61.5,65.8,5.8,0.5,2724.3,24.11,40.87493,-73.867056,460.4,246.7,213.7,6.134265345739653,19,11-20,76-100%
831 Bartholdi Street,10467,831,BARTHOLDI STREET,Multifamily Housing,Multifamily Housing,127725.0,1973,1,100,67.9,71.2,4.8,0.5,,,40.87379,-73.862289,545.6,346.1,199.6,6.303717273493968,51,>50,76-100%
3534 BRONX BOULEVARD,10467,3534,BRONX BOULEVARD,Multifamily Housing,Multifamily Housing,67387.0,1927,1,100,85.2,92.9,3.7,0.8,5735.4,85.11,40.879161,-73.868556,339.9,257.9,82.0,5.831589179143857,97,>50,76-100%
631 East 211th Street,10467,635,EAST 211 STREET,Multifamily Housing,Multifamily Housing,55776.0,1935,1,100,72.4,71.8,4.2,0.1,7312.6,131.11,40.87853,-73.868647,311.1,233.2,77.9,5.743323649276734,89,>50,76-100%
3520 Olinville Avenue,10467,3520,OLINVILLE AVENUE,Multifamily Housing,Multifamily Housing,85000.0,1963,1,100,23.4,23.2,4.2,0.1,6627.3,77.97,40.878647,-73.867815,156.2,38.4,117.8,5.057518879995106,61,>50,76-100%
3560 Olinville Avenue,10467,3560,OLINVILLE AVENUE,Multifamily Housing,Multifamily Housing,79098.0,1931,1,100,86.8,86.6,5.0,0.1,,,40.879615,-73.867354,525.3,395.9,129.3,6.265871392359733,93,>50,76-100%
